date,unit_sales,transactions,dcoilwtico,onpromotion,is_holiday,dayofweek,month,year,is_weekend,is_payday,sales_lag_7,sales_rolling_mean_7,sales_rolling_mean_14,sales_rolling_mean_30
2014-03-27,26546.899,3527.0,101.25,0,0.0,3,3,2014,0,0,28380.389,41322.017028571434,41235.25867142858,39785.17836333333
2014-03-28,33682.121399999996,4056.0,101.73,0,0.0,4,3,2014,0,0,33102.3863,41404.83632857143,41407.68770714285,40272.769210000006
2014-03-29,58416.138,5444.0,101.73,0,0.0,5,3,2014,1,0,55151.025,41871.28104285715,41993.88670714286,41648.48104333333
2014-03-30,62628.939,5201.0,101.73,0,0.0,6,3,2014,1,0,61070.69,42093.88804285715,41273.849135714285,42985.244040000005
2014-03-31,37292.342,4121.0,101.57,0,0.0,0,3,2014,0,1,32621.523,42761.147899999996,41416.946421428576,42430.699506666664
2014-04-01,25795.31,4158.0,99.69,0,1.0,1,4,2014,0,0,40972.223,40593.01747142857,41125.04284999999,41875.36397333334
2014-04-02,26778.774,4366.0,99.6,0,0.0,2,4,2014,0,0,39789.3729,38734.360485714285,40159.15232857142,41388.04114
2014-04-03,19494.696,3763.0,100.29,0,0.0,3,4,2014,0,0,26546.899,37726.90291428572,39524.45997142857,40268.44897333333
2014-04-04,24838.8034,4381.0,101.16,0,0.0,4,4,2014,0,0,33682.121399999996,36463.57177142857,38934.20405,39667.705700000006
2014-04-05,39148.231,5529.0,101.16,0,0.0,5,4,2014,1,0,58416.138,33711.013628571425,37791.14733571429,39763.11466666667
2014-04-06,44150.857,5571.0,101.16,0,0.0,6,4,2014,1,0,62628.939,31071.287628571426,36582.58783571429,40057.36493
2014-04-07,23442.186,4025.0,100.43,0,0.0,0,4,2014,0,0,37292.342,29092.693914285715,35926.920907142856,39184.04523
2014-04-08,20750.016,3868.0,102.57,0,0.0,1,4,2014,0,0,25795.31,28371.93762857143,34482.47755,37701.16949666666
2014-04-09,23151.396,4315.0,103.55,0,0.0,2,4,2014,0,0,26778.774,27853.740771428573,33294.05062857143,37305.45883
2014-04-10,17810.948,3859.0,103.37,0,0.0,3,4,2014,0,0,19494.696,27613.20534285714,32670.054128571424,36807.423963333335
2014-04-11,22522.9074,4231.0,103.68,0,0.0,4,4,2014,0,0,24838.8034,27282.36305714286,31872.967414285715,36189.22002
2014-04-12,34460.062,5395.0,103.68,0,1.0,5,4,2014,1,0,39148.231,26612.624628571426,30161.819128571427,36388.57828666666
2014-04-13,36157.498,5380.0,103.68,0,0.0,6,4,2014,1,0,44150.857,25470.7162,28271.001914285713,36551.55772333333
2014-04-14,21771.858,4009.0,104.05,0,1.0,0,4,2014,0,0,23442.186,25232.097914285718,27162.395914285717,35603.64125666666
2014-04-15,20091.358,3837.0,103.7,0,0.0,1,4,2014,0,1,20750.016,25138.003914285713,26754.970771428572,33849.70435666667
2014-04-16,26306.105,4476.0,103.71,0,0.0,2,4,2014,0,0,23151.396,25588.67662857143,26721.2087,33550.27519
2014-04-17,20136.201,4282.0,104.33,0,0.0,3,4,2014,0,0,17810.948,25920.855628571433,26767.030485714287,33225.41655666667
2014-04-18,26399.479,4638.0,104.33,0,1.0,4,4,2014,0,0,22522.9074,26474.65157142857,26878.507314285718,32762.024480000004
2014-04-19,30574.836,4991.0,104.33,0,0.0,5,4,2014,1,0,34460.062,25919.61928571429,26266.12195714286,32835.17271333333
2014-04-20,33703.255,4969.0,104.33,0,0.0,6,4,2014,1,0,36157.498,25569.013142857144,25519.86467142857,32855.20167
2014-04-21,22809.098,3984.0,104.35,0,1.0,0,4,2014,0,0,21771.858,25717.190285714285,25474.6441,31777.137436666664
2014-04-22,30800.242,3822.0,101.69,0,0.0,1,4,2014,0,0,20091.358,27247.030857142858,26192.517385714284,30768.122503333332
2014-04-23,22588.811,4237.0,101.47,0,0.0,2,4,2014,0,0,26306.105,26715.988857142856,26152.332742857143,30433.698770000003
2014-04-24,18038.154,3793.0,102.2,0,0.0,3,4,2014,0,0,20136.201,26416.26785714286,26168.561742857146,29669.229803333335
2014-04-25,20097.6881,4084.0,100.85,0,0.0,4,4,2014,0,0,26399.479,25516.012014285716,25995.33179285714,29012.84031
2014-04-26,33079.02,5148.0,100.85,0,0.0,5,4,2014,1,0,30574.836,25873.752585714283,25896.685935714286,29230.577676666668
2014-04-27,37814.516,5293.0,100.85,0,0.0,6,4,2014,1,0,33703.255,26461.075585714283,26015.044364285714,29368.324163333335
2014-04-28,20560.411,3903.0,101.13,0,0.0,0,4,2014,0,0,22809.098,26139.83458571428,25928.512435714285,28106.466596666665
2014-04-29,17166.632,3607.0,101.56,0,0.0,1,4,2014,0,0,30800.242,24192.176014285713,25719.603435714285,26591.05636333333
2014-04-30,21151.276,4165.0,100.07,0,0.0,2,4,2014,0,1,22588.811,23986.81387142857,25351.401364285713,26053.02083
2014-05-01,32626.414,5143.0,99.69,0,1.0,3,5,2014,0,0,18038.154,26070.851014285716,26243.559435714287,26280.724296666667
2014-05-02,25433.4443,4403.0,100.09,0,0.0,4,5,2014,0,0,20097.6881,26833.1019,26174.556957142857,26235.879973333333
2014-05-03,37058.757,5422.0,100.09,0,0.0,5,5,2014,1,0,33079.02,27401.635757142856,26637.69417142857,26821.348673333334
2014-05-04,40410.051,5324.0,100.09,0,0.0,6,5,2014,1,0,37814.516,27772.42647142857,27116.751028571427,27340.39026
2014-05-05,23503.752,3882.0,99.74,0,0.0,0,5,2014,0,0,20560.411,28192.90375714286,27166.36917142857,26818.907626666667
2014-05-06,20478.338,3683.0,99.81,0,0.0,1,5,2014,0,0,17166.632,28666.004614285714,26429.090314285717,26029.823660000002
2014-05-07,25011.954,4482.0,101.06,0,0.0,2,5,2014,0,0,21151.276,29217.530042857143,26602.171957142855,26082.149260000002
2014-05-08,16930.431,3769.0,100.52,0,0.0,3,5,2014,0,0,32626.414,26975.246757142857,26523.048885714285,25954.82976
2014-05-09,23459.0435,4657.0,100.32,0,0.0,4,5,2014,0,0,25433.4443,26693.1895,26763.1457,25965.084676666665
2014-05-10,37298.677,6280.0,100.32,0,1.0,5,5,2014,1,0,37058.757,26727.463785714288,27064.549771428574,26614.675643333332
2014-05-11,25713.196,4421.0,100.32,0,1.0,6,5,2014,1,0,40410.051,24627.91307142857,26200.169771428573,26721.01859666667
2014-05-12,21146.045,3789.0,100.89,0,1.0,0,5,2014,0,0,23503.752,24291.097785714286,26242.00077142857,26277.21803
2014-05-13,20078.082,3768.0,102.01,0,0.0,1,5,2014,0,0,20478.338,24233.91835714286,26449.961485714284,25741.237496666665
2014-05-14,22226.754,4128.0,102.63,0,0.0,2,5,2014,0,0,25011.954,23836.032642857142,26526.781342857143,25756.400696666667
2014-05-15,28880.007,3733.0,101.74,0,0.0,3,5,2014,0,1,16930.431,25543.114928571427,26259.180842857142,26049.355663333332
2014-05-16,23266.303,4281.0,102.31,0,0.0,4,5,2014,0,0,23459.0435,25515.58057142857,26104.385035714287,25948.028929999997
2014-05-17,34412.452,5106.0,102.31,0,0.0,5,5,2014,1,0,37298.677,25103.262714285713,25915.36325,26423.903963333334
2014-05-18,40186.64,5262.0,102.31,0,0.0,6,5,2014,1,0,25713.196,27170.89757142857,25899.40532142857,26883.475996666664
2014-05-19,21452.155,3880.0,102.95,0,0.0,0,5,2014,0,0,21146.045,27214.62757142857,25752.86267857143,26579.386630000005
2014-05-20,17575.336,3563.0,102.8,0,0.0,1,5,2014,0,0,20078.082,26857.092428571428,25545.50539285714,26041.78933
2014-05-21,21326.734,4091.0,104.31,0,0.0,2,5,2014,0,0,22226.754,26728.518142857145,25282.275392857144,25992.377196666668
2014-05-22,18292.761,3769.0,104.03,0,0.0,3,5,2014,0,0,28880.007,25216.054428571428,25379.58467857143,25575.46116333333
2014-05-23,21697.3613,4181.0,105.01,0,0.0,4,5,2014,0,0,23266.303,24991.9199,25253.750235714284,25545.746173333333
2014-05-24,31196.215,5119.0,105.01,0,1.0,5,5,2014,1,0,34412.452,24532.457471428566,24817.860092857143,25984.348206666666
2014-05-25,35615.129,5182.0,105.01,0,0.0,6,5,2014,1,0,40186.64,23879.384471428573,25525.141021428568,26501.596236666664
2014-05-26,21149.048,3960.0,105.01,0,0.0,0,5,2014,0,0,21452.155,23836.08347142857,25525.35552142857,26103.930503333333
2014-05-27,18214.232,3769.0,104.78,0,0.0,1,5,2014,0,0,17575.336,23927.35432857143,25392.223378571427,25450.587703333335
2014-05-28,21139.673,4250.0,103.37,0,0.0,2,5,2014,0,0,21326.734,23900.631328571424,25314.574735714286,25469.896436666666
2014-05-29,16065.006,3804.0,104.26,0,0.0,3,5,2014,0,0,18292.761,23582.380614285714,24399.21752142857,25433.175570000003
2014-05-30,22692.8242,4365.0,103.4,0,0.0,4,5,2014,0,0,21697.3613,23724.5896,24358.254749999996,25484.56051
2014-05-31,34071.326,5269.0,103.4,0,0.0,5,5,2014,1,1,31196.215,24135.319742857148,24333.888607142853,25532.724243333334
2014-06-01,47019.778,6008.0,103.4,0,0.0,6,6,2014,1,0,35615.129,25764.555314285713,24821.96989285714,26252.2687
2014-06-02,26885.24,4244.0,103.07,0,0.0,0,6,2014,0,0,21149.048,26584.011314285715,25210.047392857145,25913.151466666666
2014-06-03,23017.072,3928.0,103.34,0,0.0,1,6,2014,0,0,18214.232,27270.131314285714,25598.742821428572,25333.3855
2014-06-04,25767.83,4301.0,103.27,0,0.0,2,6,2014,0,0,21139.673,27931.2966,25915.963964285715,25408.854766666664
2014-06-05,18599.567,3793.0,103.17,0,0.0,3,6,2014,0,0,16065.006,28293.37674285714,25937.87867857143,25346.229066666667
2014-06-06,24965.048,4322.0,103.32,0,0.0,4,6,2014,0,0,22692.8242,28617.980142857145,26171.284871428572,25344.66553333333
2014-06-07,33788.094,5302.0,103.32,0,0.0,5,6,2014,1,0,34071.326,28577.518428571428,26356.419085714286,25906.587633333333
2014-06-08,33991.346,4733.0,103.32,0,0.0,6,6,2014,1,0,47019.778,26716.313857142854,26240.434585714287,26257.664383333336
2014-06-09,22558.201,4012.0,105.09,0,0.0,0,6,2014,0,0,26885.24,26098.16542857143,26341.088371428574,25766.315183333336
2014-06-10,17574.672,3617.0,105.02,0,0.0,1,6,2014,0,0,23017.072,25320.67971428571,26295.405514285714,25495.03105
2014-06-11,22662.139,4232.0,105.04,0,0.0,2,6,2014,0,0,25767.83,24877.009571428574,26404.153085714286,25545.567516666666
2014-06-12,17963.107,3819.0,107.2,0,1.0,3,6,2014,0,0,18599.567,24786.086714285713,26539.731728571427,25475.06835
2014-06-13,24853.1866,4584.0,107.49,0,0.0,4,6,2014,0,0,24965.048,24770.10651428572,26694.043328571428,25562.61610333333
2014-06-14,41498.631,6236.0,107.49,0,0.0,5,6,2014,1,0,33788.094,25871.611800000002,27224.565114285713,25983.236903333334
2014-06-15,21852.582,3720.0,107.49,0,1.0,6,6,2014,1,1,33991.346,24137.502657142857,25426.908257142855,25936.11287
2014-06-16,25087.072,4064.0,107.52,0,0.0,0,6,2014,0,0,22558.201,24498.769942857143,25298.467685714284,25625.26687
2014-06-17,20307.715,3798.0,106.95,0,0.0,1,6,2014,0,0,17574.672,24889.20465714286,25104.942185714284,24962.636036666667
2014-06-18,22035.203,4044.0,106.64,0,0.0,2,6,2014,0,0,22662.139,24799.64237142857,24838.32597142857,24982.07097
2014-06-19,18725.544,3724.0,107.08,0,0.0,3,6,2014,0,0,17963.107,24908.56194285714,24847.32432857143,25020.411236666667
2014-06-20,19765.7377,3774.0,107.95,0,1.0,4,6,2014,0,0,24853.1866,24181.783528571428,24475.94502142857,24968.378026666665
2014-06-21,33907.946,5050.0,107.95,0,0.0,5,6,2014,1,0,41498.631,23097.399957142858,24484.50587857143,25488.884193333335
2014-06-22,35434.051,4823.0,107.95,0,0.0,6,6,2014,1,0,21852.582,25037.609814285715,24587.556235714284,25946.773849999998
2014-06-23,34946.847,3789.0,106.83,0,1.0,0,6,2014,0,0,25087.072,26446.149100000006,25472.45952142857,26071.79491666667
2014-06-24,19632.886,3631.0,106.64,0,0.0,1,6,2014,0,0,20307.715,26349.74495714286,25619.47480714286,25539.053483333333
2014-06-25,18506.561,3750.0,107.04,0,1.0,2,6,2014,0,0,22035.203,25845.653242857145,25322.647807142854,25450.970583333332
2014-06-26,18178.567,3594.0,106.49,0,0.0,3,6,2014,0,0,18725.544,25767.513671428576,25338.03780714286,25449.781750000002
2014-06-27,21626.338,4047.0,106.46,0,0.0,4,6,2014,0,0,19765.7377,26033.313714285712,25107.548621428574,25466.00391666667
2014-06-28,29778.0,4503.0,106.46,0,1.0,5,6,2014,1,0,33907.946,25443.321428571428,24270.360692857146,25923.10371666667
2014-06-29,33155.78,4563.0,106.46,0,1.0,6,6,2014,1,0,35434.051,25117.85414285714,25077.73197857143,26271.86891
2014-06-30,22789.352,3909.0,106.07,10,1.0,0,6,2014,0,1,34946.847,23381.06914285714,24913.60912142857,25895.803109999997
2014-07-01,40447.494,3943.0,106.06,14,1.0,1,7,2014,0,0,19632.886,26354.584571428568,26352.164764285717,25676.72697666667
2014-07-02,50616.442,4494.0,105.18,207,0.0,2,7,2014,0,0,18506.561,30941.710428571427,28393.681835714287,26467.767043333333
2014-07-03,34998.176,3849.0,104.76,14,1.0,3,7,2014,0,0,18178.567,33344.51171428571,29556.012692857144,26867.137176666663
2014-07-04,35662.771,4111.0,104.76,201,1.0,4,7,2014,0,0,21626.338,35349.71642857143,30691.515071428574,27196.968543333336
2014-07-05,50965.708,4674.0,104.76,5,1.0,5,7,2014,1,0,29778.0,38376.53185714286,31909.926642857143,28275.83991
2014-07-06,64146.527,5092.0,104.76,10,0.0,6,7,2014,1,0,33155.78,42803.78142857143,33960.81778571429,29581.88921
2014-07-07,37039.867,4013.0,104.19,11,0.0,0,7,2014,0,0,22789.352,44839.569285714286,34110.319214285715,29690.281643333332
2014-07-08,31809.408,3643.0,104.06,8,1.0,1,7,2014,0,0,40447.494,43605.55699999999,34980.07078571429,29617.550376666666
2014-07-09,40275.27,4083.0,102.93,193,1.0,2,7,2014,0,0,50616.442,42128.24671428571,36534.978571428575,30208.119343333336
2014-07-10,29022.609,3780.0,103.61,13,0.0,3,7,2014,0,0,34998.176,41274.59428571428,37309.553,30589.717243333333
2014-07-11,37861.54,4250.0,101.48,193,0.0,4,7,2014,0,0,35662.771,41588.70414285715,38469.21028571429,31096.363943333334
2014-07-12,53790.557,4816.0,101.48,17,1.0,5,7,2014,1,0,50965.708,41992.254,40184.39292857143,32290.61227666667
2014-07-13,46165.933,4179.0,101.48,10,1.0,6,7,2014,1,0,64146.527,39423.597714285715,41113.68957142857,33001.037156666665
2014-07-14,36774.152,4003.0,101.73,8,0.0,0,7,2014,0,0,37039.867,39385.63842857142,42112.60385714286,32843.55452333333
2014-07-15,32841.531,3812.0,100.56,11,0.0,1,7,2014,0,1,31809.408,39533.084571428575,41569.32078571428,33209.852823333335
2014-07-16,45677.125,4195.0,101.88,188,0.0,2,7,2014,0,0,40275.27,40304.77814285714,41216.51242857143,33896.18792333333
2014-07-17,29882.359,3714.0,103.84,20,0.0,3,7,2014,0,0,29022.609,40427.59957142857,40851.09692857143,34215.342723333335
2014-07-18,34775.243,4160.0,103.83,206,0.0,4,7,2014,0,0,37861.54,39986.700000000004,40787.702071428575,34640.01072333333
2014-07-19,50027.627,4838.0,103.83,13,0.0,5,7,2014,1,0,53790.557,39449.138571428564,40720.696285714286,35683.41349
2014-07-20,50306.461,4433.0,103.83,9,0.0,6,7,2014,1,0,46165.933,40040.64257142857,39732.120142857144,36701.4376
2014-07-21,35054.345,3940.0,105.34,16,0.0,0,7,2014,0,0,36774.152,39794.95585714286,39590.29714285715,36739.65090000001
2014-07-22,32111.938,3797.0,104.59,10,0.0,1,7,2014,0,0,32841.531,39690.728285714285,39611.90642857143,36628.913799999995
2014-07-23,42585.843,4225.0,103.81,191,1.0,2,7,2014,0,0,45677.125,39249.11657142857,39776.94735714286,36883.547000000006
2014-07-24,28092.803,3756.0,102.76,8,1.0,3,7,2014,0,0,29882.359,38993.46571428572,39710.532642857135,37165.54423333333
2014-07-25,51529.258,4140.0,105.23,203,1.0,4,7,2014,0,0,34775.243,41386.89642857143,40686.798214285714,38266.3008
2014-07-26,47298.36,4746.0,105.23,27,0.0,5,7,2014,1,0,50027.627,40997.001142857145,40223.06985714286,39236.96056666667
2014-07-27,50479.523,4526.0,105.23,10,0.0,6,7,2014,1,0,50306.461,41021.724285714285,40531.18342857143,40198.7334
2014-07-28,35739.05,3830.0,105.68,7,0.0,0,7,2014,0,0,35054.345,41119.53928571429,40457.247571428576,40397.435066666665
2014-07-29,31343.136,3758.0,104.91,17,0.0,1,7,2014,0,0,32111.938,41009.71042857143,40350.21935714286,40337.0136
2014-07-30,38118.313,4128.0,104.29,188,0.0,2,7,2014,0,0,42585.843,40371.491857142864,39810.30421428571,40847.97896666666
2014-07-31,32168.347,3836.0,98.23,9,0.0,3,7,2014,0,1,28092.803,40953.71242857142,39973.58907142858,40572.0074
2014-08-01,27042.526,4493.0,97.86,198,0.0,4,8,2014,0,0,51529.258,37455.60785714286,39421.25214285714,39786.210199999994
2014-08-02,36954.819,5006.0,97.86,10,0.0,5,8,2014,1,0,47298.36,35977.959142857144,38487.480142857145,39851.43163333333
2014-08-03,34795.486,4931.0,97.86,9,0.0,6,8,2014,1,0,50479.523,33737.38242857143,37379.55335714285,39822.52213333334
2014-08-04,25818.219,4272.0,98.26,7,0.0,0,8,2014,0,0,35739.05,32320.120857142854,36719.83007142857,38984.2725
2014-08-05,21754.34,3871.0,97.34,6,1.0,1,8,2014,0,0,31343.136,30950.292857142857,35980.00164285714,37571.19960000001
2014-08-06,23769.506,4347.0,96.93,8,0.0,2,8,2014,0,0,38118.313,28900.46328571429,34635.97757142857,37128.85423333334
2014-08-07,19047.866,3844.0,97.34,14,0.0,3,8,2014,0,0,32168.347,27026.108857142855,33989.91064285715,36703.4695
2014-08-08,23582.24,4377.0,97.61,200,0.0,4,8,2014,0,0,27042.526,26531.782285714286,31993.695071428574,36147.03516666666
2014-08-09,29485.097,4715.0,97.61,18,0.0,5,8,2014,1,0,36954.819,25464.679142857145,30721.319142857148,36162.451433333335
2014-08-10,31297.376,4738.0,97.61,21,1.0,6,8,2014,1,0,34795.486,24964.949142857142,29351.165785714285,35943.64596666666
2014-08-11,23136.75,4383.0,98.09,23,0.0,0,8,2014,0,0,25818.219,24581.882142857146,28451.001500000002,34921.852399999996
2014-08-12,21408.672,3927.0,97.36,18,0.0,1,8,2014,0,0,21754.34,24532.501,27741.39692857143,34096.61036666667
2014-08-13,25680.017,4503.0,97.57,20,0.0,2,8,2014,0,0,23769.506,24805.431142857142,26852.947214285716,33726.80586666667
2014-08-14,21396.311,4221.0,95.54,19,0.0,3,8,2014,0,0,19047.866,25140.92328571429,26083.51607142857,33345.298533333334
2014-08-15,25490.833,4858.0,97.3,202,1.0,4,8,2014,0,1,23582.24,25413.579428571426,25972.68085714286,32672.422133333337
2014-08-16,37065.873,5378.0,97.3,20,0.0,5,8,2014,1,0,29485.097,26496.547428571426,25980.613285714287,32911.872599999995
2014-08-17,41568.736,5398.0,97.3,18,0.0,6,8,2014,1,0,31297.376,27963.884571428567,26464.416857142856,33138.32236666667
2014-08-18,26353.47,4382.0,96.44,20,0.0,0,8,2014,0,0,23136.75,28423.416,26502.649071428572,32349.1838
2014-08-19,23521.301,4189.0,94.35,20,0.0,1,8,2014,0,0,21408.672,28725.220142857142,26628.860571428573,31456.345133333336
2014-08-20,25751.911,4694.0,96.4,20,0.0,2,8,2014,0,0,25680.017,28735.490714285716,26770.460928571432,31146.264000000003
2014-08-21,22883.45,4291.0,93.97,14,0.0,3,8,2014,0,0,21396.311,28947.939142857143,27044.431214285716,30838.647733333335
2014-08-22,26390.971,4698.0,93.61,208,0.0,4,8,2014,0,0,25490.833,29076.530285714285,27245.054857142855,30298.818666666666
2014-08-23,35757.604,5472.0,93.61,19,0.0,5,8,2014,1,0,37065.873,28889.634714285716,27693.091071428567,30554.312033333335
2014-08-24,36201.968,5375.0,93.61,16,1.0,6,8,2014,1,0,41568.736,28122.95357142857,28043.41907142857,30043.402366666665
2014-08-25,35172.566,4271.0,95.39,21,0.0,0,8,2014,0,0,26353.47,29382.824428571428,28903.120214285715,29639.209233333335
2014-08-26,22411.626,4197.0,95.78,19,0.0,1,8,2014,0,0,23521.301,29224.29942857143,28974.759785714286,28703.612666666668
2014-08-27,26185.335,4645.0,95.82,23,0.0,2,8,2014,0,0,25751.911,29286.217142857142,29010.853928571425,28385.1555
2014-08-28,21707.871,4327.0,96.44,17,0.0,3,8,2014,0,0,22883.45,29118.277285714285,29033.108214285716,28063.98
2014-08-29,28162.478,4902.0,97.86,199,0.0,4,8,2014,0,0,26390.971,29371.349714285712,29223.940000000002,27732.11883333333
2014-08-30,39139.669,5795.0,97.86,9,0.0,5,8,2014,1,0,35757.604,29854.501857142855,29372.068285714286,27964.49623333333
2014-08-31,47296.903,5945.0,97.86,13,0.0,6,8,2014,1,1,36201.968,31439.49257142857,29781.223071428572,28639.64213333333
2014-09-01,56175.481,5006.0,97.86,11,0.0,0,9,2014,0,0,35172.566,34439.909,31911.366714285712,29280.33086666667
2014-09-02,44463.162,4521.0,92.92,12,0.0,1,9,2014,0,0,22411.626,37590.12842857143,33407.21392857143,29602.586733333337
2014-09-03,55815.051,4985.0,95.5,187,0.0,2,9,2014,0,0,26185.335,41822.945,35554.58107142857,30602.481133333335
2014-09-04,35452.082,4283.0,94.51,18,0.0,3,9,2014,0,0,21707.871,43786.40371428571,36452.3405,31059.072533333332
2014-09-05,43405.606,4571.0,93.32,199,0.0,4,9,2014,0,0,28162.478,45963.99342857143,37667.671571428575,31713.6092
2014-09-06,67905.912,5847.0,93.32,17,0.0,5,9,2014,1,0,39139.669,50073.45671428572,39963.97928571428,33342.21073333333
2014-09-07,75814.771,6099.0,93.32,16,0.0,6,9,2014,1,0,47296.903,54147.43785714286,42793.465214285716,35083.2951
2014-09-08,42367.315,4415.0,92.64,15,0.0,0,9,2014,0,0,56175.481,52174.84271428571,43307.375857142855,35512.702366666665
2014-09-09,34833.334,4087.0,92.73,19,0.0,1,9,2014,0,0,44463.162,50799.153,44194.64071428571,35630.56763333334
2014-09-10,48540.066,4546.0,91.71,201,0.0,2,9,2014,0,0,55815.051,49759.86942857143,45791.40721428571,36477.34483333333
2014-09-11,31647.082,3946.0,92.89,14,0.0,3,9,2014,0,0,35452.082,49216.298,46501.35085714286,36818.62516666667
2014-09-12,41854.164,4567.0,92.18,207,0.0,4,9,2014,0,0,43405.606,48994.663428571424,47479.328428571425,37357.7634
2014-09-13,64483.566,5674.0,92.18,15,0.0,5,9,2014,1,0,67905.912,48505.75685714285,49289.606785714284,38794.00523333334
2014-09-14,69663.308,5634.0,92.18,17,0.0,6,9,2014,1,0,75814.771,47626.976428571434,50887.20714285714,40266.42106666667
2014-09-15,41801.766,4273.0,92.86,15,0.0,0,9,2014,0,1,42367.315,47546.18371428572,49860.51321428572,40424.28416666667
2014-09-16,38957.071,4125.0,94.91,20,0.0,1,9,2014,0,0,34833.334,48135.289,49467.221000000005,40337.22866666667
2014-09-17,49840.592,4545.0,94.33,200,0.0,2,9,2014,0,0,48540.066,48321.078428571425,49040.47392857143,41120.13273333334
2014-09-18,32737.391,3820.0,93.07,12,0.0,3,9,2014,0,0,31647.082,48476.83685714286,48846.56742857143,41427.33573333334
2014-09-19,37117.209,4057.0,92.43,197,0.0,4,9,2014,0,0,41854.164,47800.12900000001,48397.39621428571,41806.179000000004
2014-09-20,62560.889,5529.0,92.43,15,0.0,5,9,2014,1,0,64483.566,47525.46085714286,48015.608857142855,43128.7603
2014-09-21,68330.886,5410.0,92.43,15,0.0,6,9,2014,1,0,69663.308,47335.11485714286,47481.04564285714,44526.75746666666
2014-09-22,39016.213,3983.0,91.46,18,0.0,0,9,2014,0,0,41801.766,46937.178714285714,47241.681214285716,44635.37776666667
2014-09-23,36328.795,4054.0,91.55,19,0.0,1,9,2014,0,0,38957.071,46561.71071428571,47348.49985714286,44639.60533333333
2014-09-24,48032.9662,4637.0,93.6,199,0.0,2,9,2014,0,0,49840.592,46303.47845714285,47312.27844285715,45068.28534000001
2014-09-25,32439.716,4064.0,93.59,20,0.0,3,9,2014,0,0,32737.391,46260.95345714286,47368.895157142855,45402.55500666667
2014-09-26,35919.066,4072.0,95.55,209,0.0,4,9,2014,0,0,37117.209,46089.79017142857,46944.959585714285,45727.01270666667
2014-09-27,64504.413,5556.0,95.55,23,0.0,5,9,2014,1,0,62560.889,46367.43645714286,46946.44865714286,47153.564106666665
2014-09-28,67923.214,5631.0,95.55,26,1.0,6,9,2014,1,0,68330.886,46309.19760000001,46822.15622857143,48478.92197333334
2014-09-29,38658.312,4107.0,94.53,18,0.0,0,9,2014,0,0,39016.213,46258.06888571429,46597.6238,48462.87674
2014-09-30,35402.212,3988.0,91.17,18,0.0,1,9,2014,0,1,36328.795,46125.69988571429,46343.705299999994,48066.38704000001
2014-10-01,55816.8047,4787.0,90.74,200,0.0,2,10,2014,0,0,48032.9662,47237.67681428571,46770.57763571428,48054.431163333335
2014-10-02,39048.393,4115.0,91.02,26,0.0,3,10,2014,0,0,32439.716,48181.77352857142,47221.36349285714,47873.93886333333
2014-10-03,47849.399,4717.0,89.76,221,0.0,4,10,2014,0,0,35919.066,49886.10681428572,47987.94849285715,47608.417129999994
2014-10-04,72059.585,5760.0,89.76,20,0.0,5,10,2014,1,0,64504.413,50965.4171,48666.42677857143,48828.66723000001
2014-10-05,76910.618,5617.0,89.76,23,0.0,6,10,2014,1,0,67923.214,52249.33195714285,49279.26477857143,49945.500963333325
2014-10-06,37647.286,3870.0,90.33,15,0.0,0,10,2014,0,0,38658.312,52104.89967142857,49181.484278571435,48936.88009666666
2014-10-07,35987.404,4120.0,88.89,17,1.0,1,10,2014,0,0,35402.212,52188.49852857143,49157.099207142855,47609.30119666667
2014-10-08,61135.8737,4203.0,87.29,202,0.0,2,10,2014,0,0,55816.8047,52948.36552857143,50093.02117142857,48234.919819999996
2014-10-09,31668.956,3875.0,85.76,19,1.0,3,10,2014,0,0,39048.393,51894.16024285714,50037.96688571428,48129.440553333334
2014-10-10,54245.108,4984.0,85.87,209,1.0,4,10,2014,0,0,47849.399,52807.832957142855,51346.96988571429,48319.60862
2014-10-11,54235.574,5169.0,85.87,18,0.0,5,10,2014,1,0,72059.585,50261.54567142857,50613.481385714294,49072.558353333334
2014-10-12,58958.403,5033.0,85.87,17,0.0,6,10,2014,1,0,76910.618,47696.943528571435,49973.13774285714,49642.69965333333
2014-10-13,40759.334,4024.0,85.73,14,0.0,0,10,2014,0,0,37647.286,48141.52181428571,50123.21074285714,48851.891919999995
2014-10-14,34500.71,3838.0,81.72,8,0.0,1,10,2014,0,0,35987.404,47929.13695714286,50058.81774285714,47679.80532
2014-10-15,47419.7518,4465.0,81.82,200,0.0,2,10,2014,0,1,61135.8737,45969.69097142857,49459.028249999996,47867.07151333333
2014-10-16,36280.494,4017.0,82.33,17,0.0,3,10,2014,0,0,31668.956,46628.48211428571,49261.32117857143,47777.85228
2014-10-17,41849.596,4329.0,82.8,208,0.0,4,10,2014,0,0,54245.108,44857.69468571428,48832.763821428576,47511.485746666665
2014-10-18,61903.887,5523.0,82.8,0,0.0,5,10,2014,1,0,54235.574,45953.16797142858,48107.35682142858,48483.70228
2014-10-19,64781.698,5211.0,82.8,11,0.0,6,10,2014,1,0,58958.403,46785.06725714286,47241.00539285714,49405.851913333325
2014-10-20,39835.911,4119.0,82.76,16,0.0,0,10,2014,0,0,40759.334,46653.149685714285,47397.33574999999,48648.352646666666
2014-10-21,35175.215,3817.0,83.25,15,0.0,1,10,2014,0,0,34500.71,46749.50754285714,47339.322250000005,47543.16361333334
